size,lang,task,instruction_models,gamma_instr,gamma_pref,dev_accuracy,test_accuracy
3B,en,AB,BC_CB,0.3,0.6,378,
3B,en,AB,BC_CB,0.3,0.3,376,
3B,en,AB,BC_CB,0.3,0.8999999999999999,371,
3B,en,AB,BC_CB,0.3,1.2,352,
3B,en,AB,BC_CB,0.3,1.5,327,
3B,en,AB,BC_CB,0.3,1.8,288,
3B,en,AB,BC_CB,0.6,0.6,398,394.0
3B,en,AB,BC_CB,0.6,0.3,392,
3B,en,AB,BC_CB,0.6,0.8999999999999999,397,
3B,en,AB,BC_CB,0.6,1.2,390,
3B,en,AB,BC_CB,0.6,1.5,348,
3B,en,AB,BC_CB,0.6,1.8,334,
3B,en,AB,BC_CB,0.8999999999999999,0.3,388,
3B,en,AB,BC_CB,0.8999999999999999,0.6,396,
3B,en,AB,BC_CB,0.8999999999999999,0.8999999999999999,396,
3B,en,AB,BC_CB,0.8999999999999999,1.2,391,
3B,en,AB,BC_CB,0.8999999999999999,1.5,382,
3B,en,AB,BC_CB,0.8999999999999999,1.8,370,
3B,en,AB,BC_CB,1.2,0.3,389,
3B,en,AB,BC_CB,1.2,0.6,396,
3B,en,AB,BC_CB,1.2,0.8999999999999999,394,
3B,en,AB,BC_CB,1.2,1.2,388,
3B,en,AB,BC_CB,1.2,1.5,378,
3B,en,AB,BC_CB,1.2,1.8,368,
3B,en,AB,BC_CB,1.5,0.3,385,
3B,en,AB,BC_CB,1.5,0.6,392,
3B,en,AB,BC_CB,1.5,0.8999999999999999,391,
3B,en,AB,BC_CB,1.5,1.2,385,
3B,en,AB,BC_CB,1.5,1.5,375,
3B,en,AB,BC_CB,1.5,1.8,366,
3B,en,AB,BC_CB,1.8,0.3,379,
3B,en,AB,BC_CB,1.8,0.6,390,
3B,en,AB,BC_CB,1.8,0.8999999999999999,386,
3B,en,AB,BC_CB,1.8,1.2,377,
3B,en,AB,BC_CB,1.8,1.5,372,
3B,en,AB,BC_CB,1.8,1.8,366,
3B,en,AB,BC_CB,2.1,0.3,379,
3B,en,AB,BC_CB,2.1,0.6,384,
3B,en,AB,BC_CB,2.1,0.8999999999999999,382,
3B,en,AB,BC_CB,2.1,1.2,375,
3B,en,AB,BC_CB,2.1,1.5,368,
3B,en,AB,BC_CB,2.1,1.8,360,
3B,en,AB,BC_CB,2.4,0.3,376,
3B,en,AB,BC_CB,2.4,0.6,382,
3B,en,AB,BC_CB,2.4,0.8999999999999999,378,
3B,en,AB,BC_CB,2.4,1.2,373,
3B,en,AB,BC_CB,2.4,1.5,364,
3B,en,AB,BC_CB,2.4,1.8,357,
3B,en,AB,BC_CB,2.7,0.3,374,
3B,en,AB,BC_CB,2.7,0.6,379,
3B,en,AB,BC_CB,2.7,0.8999999999999999,372,
3B,en,AB,BC_CB,2.7,1.2,371,
3B,en,AB,BC_CB,2.7,1.5,362,
3B,en,AB,BC_CB,2.7,1.8,356,
3B,en,AB,BC_CB,3.0,0.3,371,
3B,en,AB,BC_CB,3.0,0.6,374,
3B,en,AB,BC_CB,3.0,0.8999999999999999,370,
3B,en,AB,BC_CB,3.0,1.2,366,
3B,en,AB,BC_CB,3.0,1.5,360,
3B,en,AB,BC_CB,3.0,1.8,355,
3B,en,AB,BC_CB,0.3999999999999999,0.3999999999999999,397,
3B,en,AB,BC_CB,0.3999999999999999,0.5,393,
3B,en,AB,BC_CB,0.3999999999999999,0.6000000000000001,389,
3B,en,AB,BC_CB,0.3999999999999999,0.7000000000000001,379,
3B,en,AB,BC_CB,0.3999999999999999,0.8,372,
3B,en,AB,BC_CB,0.5,0.3999999999999999,395,
3B,en,AB,BC_CB,0.5,0.5,397,
3B,en,AB,BC_CB,0.5,0.6000000000000001,398,
3B,en,AB,BC_CB,0.5,0.7000000000000001,398,
3B,en,AB,BC_CB,0.5,0.8,394,
3B,en,AB,BC_CB,0.6000000000000001,0.3999999999999999,395,
3B,en,AB,BC_CB,0.6000000000000001,0.5,397,
3B,en,AB,BC_CB,0.6000000000000001,0.7000000000000001,398,
3B,en,AB,BC_CB,0.6000000000000001,0.8,398,
3B,en,AB,BC_CB,0.7000000000000001,0.3999999999999999,394,
3B,en,AB,BC_CB,0.7000000000000001,0.5,398,
3B,en,AB,BC_CB,0.7000000000000001,0.7000000000000001,397,
3B,en,AB,BC_CB,0.7000000000000001,0.6000000000000001,398,
3B,en,AB,BC_CB,0.7000000000000001,0.8,397,
3B,en,AB,BC_CB,0.8,0.3999999999999999,395,
3B,en,AB,BC_CB,0.8,0.5,396,
3B,en,AB,BC_CB,0.8,0.6000000000000001,397,
3B,en,AB,BC_CB,0.8,0.7000000000000001,397,
3B,en,AB,BC_CB,0.8,0.8,397,
3B,en,AB,CA_AC,0.3,0.3,396,
3B,en,AB,CA_AC,0.3,0.6,397,394.0
3B,en,AB,CA_AC,0.3,0.8999999999999999,395,
3B,en,AB,CA_AC,0.3,1.2,346,
3B,en,AB,CA_AC,0.3,1.5,197,
3B,en,AB,CA_AC,0.3,1.8,30,
3B,en,AB,CA_AC,0.6,0.3,390,
3B,en,AB,CA_AC,0.6,0.6,394,
3B,en,AB,CA_AC,0.6,1.2,387,
3B,en,AB,CA_AC,0.6,0.8999999999999999,393,
3B,en,AB,CA_AC,0.6,1.5,380,
3B,en,AB,CA_AC,0.6,1.8,359,
3B,en,AB,CA_AC,0.8999999999999999,0.6,383,
3B,en,AB,CA_AC,0.8999999999999999,0.3,372,
3B,en,AB,CA_AC,0.8999999999999999,0.8999999999999999,384,
3B,en,AB,CA_AC,0.8999999999999999,1.2,381,
3B,en,AB,CA_AC,0.8999999999999999,1.5,376,
3B,en,AB,CA_AC,0.8999999999999999,1.8,366,
3B,en,AB,CA_AC,1.2,0.3,356,
3B,en,AB,CA_AC,1.2,0.6,374,
3B,en,AB,CA_AC,1.2,0.8999999999999999,372,
3B,en,AB,CA_AC,1.2,1.2,368,
3B,en,AB,CA_AC,1.2,1.5,364,
3B,en,AB,CA_AC,1.2,1.8,362,
3B,en,AB,CA_AC,1.5,0.3,352,
3B,en,AB,CA_AC,1.5,0.6,362,
3B,en,AB,CA_AC,1.5,0.8999999999999999,366,
3B,en,AB,CA_AC,1.5,1.2,365,
3B,en,AB,CA_AC,1.5,1.5,358,
3B,en,AB,CA_AC,1.5,1.8,353,
3B,en,AB,CA_AC,1.8,0.3,344,
3B,en,AB,CA_AC,1.8,0.6,356,
3B,en,AB,CA_AC,1.8,0.8999999999999999,358,
3B,en,AB,CA_AC,1.8,1.2,358,
3B,en,AB,CA_AC,1.8,1.5,351,
3B,en,AB,CA_AC,1.8,1.8,349,
3B,en,AB,CA_AC,2.1,0.3,338,
3B,en,AB,CA_AC,2.1,0.6,348,
3B,en,AB,CA_AC,2.1,0.8999999999999999,353,
3B,en,AB,CA_AC,2.1,1.2,353,
3B,en,AB,CA_AC,2.1,1.5,350,
3B,en,AB,CA_AC,2.1,1.8,346,
3B,en,AB,CA_AC,2.4,0.6,342,
3B,en,AB,CA_AC,2.4,0.3,334,
3B,en,AB,CA_AC,2.4,0.8999999999999999,346,
3B,en,AB,CA_AC,2.4,1.2,349,
3B,en,AB,CA_AC,2.4,1.5,347,
3B,en,AB,CA_AC,2.4,1.8,345,
3B,en,AB,CA_AC,2.7,0.3,330,
3B,en,AB,CA_AC,2.7,0.6,341,
3B,en,AB,CA_AC,2.7,0.8999999999999999,346,
3B,en,AB,CA_AC,2.7,1.2,346,
3B,en,AB,CA_AC,2.7,1.5,344,
3B,en,AB,CA_AC,2.7,1.8,345,
3B,en,AB,CA_AC,3.0,0.3,327,
3B,en,AB,CA_AC,3.0,0.6,340,
3B,en,AB,CA_AC,3.0,0.8999999999999999,341,
3B,en,AB,CA_AC,3.0,1.2,344,
3B,en,AB,CA_AC,3.0,1.5,347,
3B,en,AB,CA_AC,3.0,1.8,342,
3B,en,AB,CA_AC,0.0999999999999999,0.3999999999999999,364,
3B,en,AB,CA_AC,0.0999999999999999,0.5,363,
3B,en,AB,CA_AC,0.0999999999999999,0.6000000000000001,338,
3B,en,AB,CA_AC,0.0999999999999999,0.7000000000000001,300,
3B,en,AB,CA_AC,0.0999999999999999,0.8,275,
3B,en,AB,CA_AC,0.1999999999999999,0.3999999999999999,395,
3B,en,AB,CA_AC,0.1999999999999999,0.6000000000000001,393,
3B,en,AB,CA_AC,0.1999999999999999,0.5,396,
3B,en,AB,CA_AC,0.1999999999999999,0.7000000000000001,385,
3B,en,AB,CA_AC,0.1999999999999999,0.8,378,
3B,en,AB,CA_AC,0.3,0.3999999999999999,396,
3B,en,AB,CA_AC,0.3,0.5,396,
3B,en,AB,CA_AC,0.3,0.7000000000000001,397,
3B,en,AB,CA_AC,0.3,0.8,396,
3B,en,AB,CA_AC,0.4,0.5,395,
3B,en,AB,CA_AC,0.4,0.3999999999999999,394,
3B,en,AB,CA_AC,0.4,0.6000000000000001,397,
3B,en,AB,CA_AC,0.4,0.7000000000000001,397,
3B,en,AB,CA_AC,0.4,0.8,396,
3B,en,AB,CA_AC,0.5,0.3999999999999999,394,
3B,en,AB,CA_AC,0.5,0.6000000000000001,396,
3B,en,AB,CA_AC,0.5,0.5,394,
3B,en,AB,CA_AC,0.5,0.7000000000000001,396,
3B,en,AB,CA_AC,0.5,0.8,396,
3B,en,BC,CA_AC,0.3,0.6,399,
3B,en,BC,CA_AC,0.3,0.3,395,
3B,en,BC,CA_AC,0.3,0.8999999999999999,399,
3B,en,BC,CA_AC,0.3,1.2,400,397.0
3B,en,BC,CA_AC,0.3,1.5,391,
3B,en,BC,CA_AC,0.3,1.8,362,
3B,en,BC,CA_AC,0.6,0.3,396,
3B,en,BC,CA_AC,0.6,0.6,399,
3B,en,BC,CA_AC,0.6,0.8999999999999999,400,
3B,en,BC,CA_AC,0.6,1.2,400,
3B,en,BC,CA_AC,0.6,1.5,399,
3B,en,BC,CA_AC,0.6,1.8,399,
3B,en,BC,CA_AC,0.8999999999999999,0.3,399,
3B,en,BC,CA_AC,0.8999999999999999,0.6,400,
3B,en,BC,CA_AC,0.8999999999999999,0.8999999999999999,400,
3B,en,BC,CA_AC,0.8999999999999999,1.2,400,
3B,en,BC,CA_AC,0.8999999999999999,1.5,399,
3B,en,BC,CA_AC,0.8999999999999999,1.8,399,
3B,en,BC,CA_AC,1.2,0.3,400,
3B,en,BC,CA_AC,1.2,0.6,400,
3B,en,BC,CA_AC,1.2,0.8999999999999999,400,
3B,en,BC,CA_AC,1.2,1.2,399,
3B,en,BC,CA_AC,1.2,1.5,398,
3B,en,BC,CA_AC,1.2,1.8,398,
3B,en,BC,CA_AC,1.5,0.6,400,
3B,en,BC,CA_AC,1.5,0.3,400,
3B,en,BC,CA_AC,1.5,1.2,398,
3B,en,BC,CA_AC,1.5,0.8999999999999999,400,
3B,en,BC,CA_AC,1.5,1.5,398,
3B,en,BC,CA_AC,1.5,1.8,397,
3B,en,BC,CA_AC,1.8,0.3,400,
3B,en,BC,CA_AC,1.8,0.6,400,
3B,en,BC,CA_AC,1.8,0.8999999999999999,399,
3B,en,BC,CA_AC,1.8,1.2,398,
3B,en,BC,CA_AC,1.8,1.5,398,
3B,en,BC,CA_AC,1.8,1.8,397,
3B,en,BC,CA_AC,2.1,0.3,400,
3B,en,BC,CA_AC,2.1,0.6,399,
3B,en,BC,CA_AC,2.1,1.2,397,
3B,en,BC,CA_AC,2.1,0.8999999999999999,398,
3B,en,BC,CA_AC,2.1,1.5,397,
3B,en,BC,CA_AC,2.1,1.8,390,
3B,en,BC,CA_AC,2.4,0.3,399,
3B,en,BC,CA_AC,2.4,0.6,399,
3B,en,BC,CA_AC,2.4,1.2,397,
3B,en,BC,CA_AC,2.4,0.8999999999999999,397,
3B,en,BC,CA_AC,2.4,1.5,388,
3B,en,BC,CA_AC,2.4,1.8,364,
3B,en,BC,CA_AC,2.7,0.6,398,
3B,en,BC,CA_AC,2.7,0.3,398,
3B,en,BC,CA_AC,2.7,0.8999999999999999,394,
3B,en,BC,CA_AC,2.7,1.2,387,
3B,en,BC,CA_AC,2.7,1.8,282,
3B,en,BC,CA_AC,2.7,1.5,352,
3B,en,BC,CA_AC,3.0,0.6,390,
3B,en,BC,CA_AC,3.0,0.3,395,
3B,en,BC,CA_AC,3.0,0.8999999999999999,368,
3B,en,BC,CA_AC,3.0,1.2,315,
3B,en,BC,CA_AC,3.0,1.5,264,
3B,en,BC,CA_AC,3.0,1.8,214,
3B,en,BC,CA_AC,0.0999999999999999,1.1,301,
3B,en,BC,CA_AC,0.0999999999999999,1.0,316,
3B,en,BC,CA_AC,0.0999999999999999,1.2000000000000002,285,
3B,en,BC,CA_AC,0.0999999999999999,1.3000000000000005,263,
3B,en,BC,CA_AC,0.0999999999999999,1.4000000000000004,233,
3B,en,BC,CA_AC,0.1999999999999999,1.0,392,
3B,en,BC,CA_AC,0.1999999999999999,1.1,389,
3B,en,BC,CA_AC,0.1999999999999999,1.2000000000000002,385,
3B,en,BC,CA_AC,0.1999999999999999,1.3000000000000005,377,
3B,en,BC,CA_AC,0.1999999999999999,1.4000000000000004,362,
3B,en,BC,CA_AC,0.3,1.0,399,
3B,en,BC,CA_AC,0.3,1.1,400,
3B,en,BC,CA_AC,0.3,1.3000000000000005,397,
3B,en,BC,CA_AC,0.3,1.4000000000000004,394,
3B,en,BC,CA_AC,0.4,1.0,399,
3B,en,BC,CA_AC,0.4,1.1,400,
3B,en,BC,CA_AC,0.4,1.2000000000000002,400,
3B,en,BC,CA_AC,0.4,1.3000000000000005,399,
3B,en,BC,CA_AC,0.4,1.4000000000000004,399,
3B,en,BC,CA_AC,0.5,1.0,400,
3B,en,BC,CA_AC,0.5,1.1,400,
3B,en,BC,CA_AC,0.5,1.2000000000000002,400,
3B,en,BC,CA_AC,0.5,1.3000000000000005,399,
3B,en,BC,CA_AC,0.5,1.4000000000000004,399,
3B,en,BC,AB_BA,0.3,0.6,397,
3B,en,BC,AB_BA,0.3,0.3,395,
3B,en,BC,AB_BA,0.3,0.8999999999999999,353,
3B,en,BC,AB_BA,0.3,1.2,212,
3B,en,BC,AB_BA,0.3,1.8,46,
3B,en,BC,AB_BA,0.3,1.5,94,
3B,en,BC,AB_BA,0.6,0.6,399,
3B,en,BC,AB_BA,0.6,0.3,398,
3B,en,BC,AB_BA,0.6,0.8999999999999999,399,
3B,en,BC,AB_BA,0.6,1.2,399,
3B,en,BC,AB_BA,0.6,1.8,376,
3B,en,BC,AB_BA,0.6,1.5,398,
3B,en,BC,AB_BA,0.8999999999999999,0.3,397,
3B,en,BC,AB_BA,0.8999999999999999,0.6,399,
3B,en,BC,AB_BA,0.8999999999999999,0.8999999999999999,399,
3B,en,BC,AB_BA,0.8999999999999999,1.2,399,
3B,en,BC,AB_BA,0.8999999999999999,1.8,398,
3B,en,BC,AB_BA,0.8999999999999999,1.5,399,
3B,en,BC,AB_BA,1.2,0.3,397,
3B,en,BC,AB_BA,1.2,0.6,398,
3B,en,BC,AB_BA,1.2,0.8999999999999999,398,
3B,en,BC,AB_BA,1.2,1.2,398,
3B,en,BC,AB_BA,1.2,1.5,398,
3B,en,BC,AB_BA,1.2,1.8,397,
3B,en,BC,AB_BA,1.5,0.3,394,
3B,en,BC,AB_BA,1.5,0.6,398,
3B,en,BC,AB_BA,1.5,0.8999999999999999,398,
3B,en,BC,AB_BA,1.5,1.2,398,
3B,en,BC,AB_BA,1.5,1.5,396,
3B,en,BC,AB_BA,1.5,1.8,396,
3B,en,BC,AB_BA,1.8,0.3,389,
3B,en,BC,AB_BA,1.8,0.6,396,
3B,en,BC,AB_BA,1.8,0.8999999999999999,397,
3B,en,BC,AB_BA,1.8,1.2,396,
3B,en,BC,AB_BA,1.8,1.5,394,
3B,en,BC,AB_BA,1.8,1.8,387,
3B,en,BC,AB_BA,2.1,0.3,379,
3B,en,BC,AB_BA,2.1,0.6,393,
3B,en,BC,AB_BA,2.1,0.8999999999999999,393,
3B,en,BC,AB_BA,2.1,1.2,393,
3B,en,BC,AB_BA,2.1,1.5,389,
3B,en,BC,AB_BA,2.1,1.8,385,
3B,en,BC,AB_BA,2.4,0.3,368,
3B,en,BC,AB_BA,2.4,0.6,388,
3B,en,BC,AB_BA,2.4,0.8999999999999999,391,
3B,en,BC,AB_BA,2.4,1.2,387,
3B,en,BC,AB_BA,2.4,1.5,387,
3B,en,BC,AB_BA,2.4,1.8,383,
3B,en,BC,AB_BA,2.7,0.3,354,
3B,en,BC,AB_BA,2.7,0.6,381,
3B,en,BC,AB_BA,2.7,0.8999999999999999,387,
3B,en,BC,AB_BA,2.7,1.2,387,
3B,en,BC,AB_BA,2.7,1.5,385,
3B,en,BC,AB_BA,2.7,1.8,382,
3B,en,BC,AB_BA,3.0,0.3,337,
3B,en,BC,AB_BA,3.0,0.6,374,
3B,en,BC,AB_BA,3.0,0.8999999999999999,383,
3B,en,BC,AB_BA,3.0,1.2,384,
3B,en,BC,AB_BA,3.0,1.5,381,
3B,en,BC,AB_BA,3.0,1.8,381,
3B,en,BC,AB_BA,0.3999999999999999,0.5,400,398.0
3B,en,BC,AB_BA,0.3999999999999999,0.3999999999999999,399,
3B,en,BC,AB_BA,0.3999999999999999,0.7000000000000001,400,
3B,en,BC,AB_BA,0.3999999999999999,0.6000000000000001,400,
3B,en,BC,AB_BA,0.3999999999999999,0.8,399,
3B,en,BC,AB_BA,0.5,0.3999999999999999,400,
3B,en,BC,AB_BA,0.5,0.5,400,
3B,en,BC,AB_BA,0.5,0.6000000000000001,400,
3B,en,BC,AB_BA,0.5,0.7000000000000001,400,
3B,en,BC,AB_BA,0.5,0.8,399,
3B,en,BC,AB_BA,0.6000000000000001,0.5,399,
3B,en,BC,AB_BA,0.6000000000000001,0.3999999999999999,399,
3B,en,BC,AB_BA,0.6000000000000001,0.8,399,
3B,en,BC,AB_BA,0.6000000000000001,0.7000000000000001,399,
3B,en,BC,AB_BA,0.7000000000000001,0.3999999999999999,399,
3B,en,BC,AB_BA,0.7000000000000001,0.5,399,
3B,en,BC,AB_BA,0.7000000000000001,0.6000000000000001,399,
3B,en,BC,AB_BA,0.7000000000000001,0.7000000000000001,399,
3B,en,BC,AB_BA,0.7000000000000001,0.8,399,
3B,en,BC,AB_BA,0.8,0.3999999999999999,399,
3B,en,BC,AB_BA,0.8,0.5,399,
3B,en,BC,AB_BA,0.8,0.6000000000000001,399,
3B,en,BC,AB_BA,0.8,0.7000000000000001,399,
3B,en,BC,AB_BA,0.8,0.8,399,
3B,en,CA,AB_BA,0.3,0.6,367,
3B,en,CA,AB_BA,0.3,0.3,386,
3B,en,CA,AB_BA,0.3,0.8999999999999999,139,
3B,en,CA,AB_BA,0.3,1.2,72,
3B,en,CA,AB_BA,0.3,1.5,175,
3B,en,CA,AB_BA,0.3,1.8,70,
3B,en,CA,AB_BA,0.6,0.6,387,384.0
3B,en,CA,AB_BA,0.6,0.3,377,
3B,en,CA,AB_BA,0.6,0.8999999999999999,377,
3B,en,CA,AB_BA,0.6,1.2,196,
3B,en,CA,AB_BA,0.6,1.5,165,
3B,en,CA,AB_BA,0.6,1.8,196,
3B,en,CA,AB_BA,0.8999999999999999,0.6,370,
3B,en,CA,AB_BA,0.8999999999999999,0.3,348,
3B,en,CA,AB_BA,0.8999999999999999,0.8999999999999999,378,
3B,en,CA,AB_BA,0.8999999999999999,1.2,378,
3B,en,CA,AB_BA,0.8999999999999999,1.5,282,
3B,en,CA,AB_BA,0.8999999999999999,1.8,186,
3B,en,CA,AB_BA,1.2,0.3,330,
3B,en,CA,AB_BA,1.2,0.6,340,
3B,en,CA,AB_BA,1.2,0.8999999999999999,352,
3B,en,CA,AB_BA,1.2,1.2,357,
3B,en,CA,AB_BA,1.2,1.5,337,
3B,en,CA,AB_BA,1.2,1.8,250,
3B,en,CA,AB_BA,1.5,0.3,324,
3B,en,CA,AB_BA,1.5,0.6,332,
3B,en,CA,AB_BA,1.5,0.8999999999999999,336,
3B,en,CA,AB_BA,1.5,1.2,344,
3B,en,CA,AB_BA,1.5,1.5,335,
3B,en,CA,AB_BA,1.5,1.8,277,
3B,en,CA,AB_BA,1.8,0.3,315,
3B,en,CA,AB_BA,1.8,0.6,328,
3B,en,CA,AB_BA,1.8,0.8999999999999999,330,
3B,en,CA,AB_BA,1.8,1.2,333,
3B,en,CA,AB_BA,1.8,1.5,323,
3B,en,CA,AB_BA,1.8,1.8,284,
3B,en,CA,AB_BA,2.1,0.3,301,
3B,en,CA,AB_BA,2.1,0.6,319,
3B,en,CA,AB_BA,2.1,0.8999999999999999,324,
3B,en,CA,AB_BA,2.1,1.2,320,
3B,en,CA,AB_BA,2.1,1.5,309,
3B,en,CA,AB_BA,2.1,1.8,287,
3B,en,CA,AB_BA,2.4,0.3,282,
3B,en,CA,AB_BA,2.4,0.6,300,
3B,en,CA,AB_BA,2.4,0.8999999999999999,303,
3B,en,CA,AB_BA,2.4,1.2,299,
3B,en,CA,AB_BA,2.4,1.5,287,
3B,en,CA,AB_BA,2.4,1.8,279,
3B,en,CA,AB_BA,2.7,0.3,262,
3B,en,CA,AB_BA,2.7,0.6,282,
3B,en,CA,AB_BA,2.7,0.8999999999999999,286,
3B,en,CA,AB_BA,2.7,1.2,290,
3B,en,CA,AB_BA,2.7,1.8,273,
3B,en,CA,AB_BA,2.7,1.5,279,
3B,en,CA,AB_BA,3.0,0.3,236,
3B,en,CA,AB_BA,3.0,0.6,264,
3B,en,CA,AB_BA,3.0,1.2,280,
3B,en,CA,AB_BA,3.0,0.8999999999999999,276,
3B,en,CA,AB_BA,3.0,1.5,275,
3B,en,CA,AB_BA,3.0,1.8,272,
3B,en,CA,AB_BA,0.3999999999999999,0.3999999999999999,385,
3B,en,CA,AB_BA,0.3999999999999999,0.5,387,
3B,en,CA,AB_BA,0.3999999999999999,0.6000000000000001,383,
3B,en,CA,AB_BA,0.3999999999999999,0.7000000000000001,370,
3B,en,CA,AB_BA,0.3999999999999999,0.8,328,
3B,en,CA,AB_BA,0.5,0.3999999999999999,386,
3B,en,CA,AB_BA,0.5,0.5,386,
3B,en,CA,AB_BA,0.5,0.6000000000000001,385,
3B,en,CA,AB_BA,0.5,0.7000000000000001,384,
3B,en,CA,AB_BA,0.5,0.8,371,
3B,en,CA,AB_BA,0.6000000000000001,0.3999999999999999,384,
3B,en,CA,AB_BA,0.6000000000000001,0.5,386,
3B,en,CA,AB_BA,0.6000000000000001,0.7000000000000001,386,
3B,en,CA,AB_BA,0.6000000000000001,0.8,386,
3B,en,CA,AB_BA,0.7000000000000001,0.3999999999999999,376,
3B,en,CA,AB_BA,0.7000000000000001,0.5,382,
3B,en,CA,AB_BA,0.7000000000000001,0.6000000000000001,382,
3B,en,CA,AB_BA,0.7000000000000001,0.7000000000000001,383,
3B,en,CA,AB_BA,0.7000000000000001,0.8,382,
3B,en,CA,AB_BA,0.8,0.3999999999999999,369,
3B,en,CA,AB_BA,0.8,0.5,372,
3B,en,CA,AB_BA,0.8,0.6000000000000001,378,
3B,en,CA,AB_BA,0.8,0.7000000000000001,382,
3B,en,CA,AB_BA,0.8,0.8,381,
